$GPGGA,060256.00,3733.73218,N,12702.36921,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.37621,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.38321,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.39021,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.39721,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.40421,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.41121,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.41821,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.42521,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73218,N,12702.43221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.73918,N,12702.43221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.74618,N,12702.43221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.43221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.42521,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.41821,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.41121,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.40421,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.39721,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.39021,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.38321,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.37621,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.36921,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.36221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.35521,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.34821,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.34121,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.33421,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.32721,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.32021,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.31321,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.30621,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.29921,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.75318,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.76018,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.76718,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.77418,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.78118,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
$GPGGA,060256.00,3733.78818,N,12702.29221,E,1,04,13.18,27.0,M,18.6,M,,*57
